A_ID,父母A,B_ID,父母B,结果_ID,配种结果,去除重复,a+b,“去除重复”列的筛选如果只选 TRUE ，则每种配方只出现一次，方便人眼看，但不方便父母列的搜索。请根据需要筛选此列
88,熔岩兽,10,企丸丸,61,苍焰狼,FALSE,98,,
2,捣蛋猫,97,雷冥鸟,61,苍焰狼,TRUE,99,,
97,雷冥鸟,2,捣蛋猫,61,苍焰狼,FALSE,99,,
15,啼卡尔,85,派克龙,61,苍焰狼,TRUE,100,,
15,啼卡尔,85,佩克龙,61,苍焰狼,TRUE,100,,
57,吹雪狐,43,趴趴鲶,61,苍焰狼,FALSE,100,,
20,草莽猪,80,水灵龙,61,苍焰狼,TRUE,100,,
80,精灵龙,20,草莽猪,61,苍焰狼,FALSE,100,,
80,水灵龙,20,草莽猪,61,苍焰狼,FALSE,100,,
43,趴趴鲶,57,吹雪狐,61,苍焰狼,TRUE,100,,
90,森猛犸,10,企丸丸,61,苍焰狼,FALSE,100,,
10,企丸丸,90,森猛犸,61,苍焰狼,TRUE,100,,
85,派克龙,15,啼卡尔,61,苍焰狼,FALSE,100,,
85,佩克龙,15,啼卡尔,61,苍焰狼,FALSE,100,,
20,草莽猪,80,精灵龙,61,苍焰狼,TRUE,100,,
59,严冬鹿,42,炽焰牛,61,苍焰狼,FALSE,101,,
3,皮皮鸡,98,魔渊龙,61,苍焰狼,TRUE,101,,
42,炽焰牛,59,严冬鹿,61,苍焰狼,TRUE,101,,
22,遁地鼠,79,绸笠蛾,61,苍焰狼,TRUE,101,,
98,魔渊龙,3,皮皮鸡,61,苍焰狼,FALSE,101,,
79,绸笠蛾,22,遁地鼠,61,苍焰狼,FALSE,101,,
85,派克龙,17,瞅什魔,61,苍焰狼,FALSE,102,,
85,佩克龙,17,瞅什魔,61,苍焰狼,FALSE,102,,
28,波娜兔,74,燧火鸟,61,苍焰狼,TRUE,102,,
90,雪猛犸,12,电棘鼠,61,苍焰狼,FALSE,102,,
12,冰刺鼠,90,雪猛犸,61,苍焰狼,TRUE,102,,
90,雪猛犸,12,冰刺鼠,61,苍焰狼,FALSE,102,,
12,电棘鼠,90,雪猛犸,61,苍焰狼,TRUE,102,,
12,冰刺鼠,90,森猛犸,61,苍焰狼,TRUE,102,,
74,燧火鸟,28,波娜兔,61,苍焰狼,FALSE,102,,
12,电棘鼠,90,森猛犸,61,苍焰狼,TRUE,102,,
90,森猛犸,12,电棘鼠,61,苍焰狼,FALSE,102,,
90,森猛犸,12,冰刺鼠,61,苍焰狼,FALSE,102,,
17,瞅什魔,85,派克龙,61,苍焰狼,TRUE,102,,
17,瞅什魔,85,佩克龙,61,苍焰狼,TRUE,102,,
99,冥铠蝎,5,火绒狐,61,苍焰狼,FALSE,104,,
103,暴电熊,1,棉悠悠,61,苍焰狼,FALSE,104,,
1,棉悠悠,103,暴电熊,61,苍焰狼,TRUE,104,,
5,火绒狐,99,冥铠蝎,61,苍焰狼,TRUE,104,,
37,祇岳鹿,68,猫蝠怪,61,苍焰狼,TRUE,105,,
37,紫霞鹿,68,猫蝠怪,61,苍焰狼,TRUE,105,,
103,暴电熊,2,捣蛋猫,61,苍焰狼,FALSE,105,,
2,捣蛋猫,103,暴电熊,61,苍焰狼,TRUE,105,,
68,猫蝠怪,37,祇岳鹿,61,苍焰狼,FALSE,105,,
68,猫蝠怪,37,紫霞鹿,61,苍焰狼,FALSE,105,,
7,伏特喵,99,冥铠蝎,61,苍焰狼,TRUE,106,,
104,黑月女王,2,捣蛋猫,61,苍焰狼,FALSE,106,,
2,捣蛋猫,104,黑月女王,61,苍焰狼,TRUE,106,,
99,冥铠蝎,7,伏特喵,61,苍焰狼,FALSE,106,,
90,雪猛犸,17,瞅什魔,61,苍焰狼,FALSE,107,,
17,瞅什魔,90,雪猛犸,61,苍焰狼,TRUE,107,,
89,冰帝美露帕,19,寐魔,61,苍焰狼,FALSE,108,,
19,寐魔,89,冰帝美露帕,61,苍焰狼,TRUE,108,,
104,百合女王,5,火绒狐,61,苍焰狼,FALSE,109,,
5,火绒狐,104,百合女王,61,苍焰狼,TRUE,109,,
89,君王美露帕,21,露娜蒂,61,苍焰狼,FALSE,110,,
21,露娜蒂,89,君王美露帕,61,苍焰狼,TRUE,110,,
45,朋克蜥,65,流沙蛇,61,苍焰狼,TRUE,110,,
65,流沙蛇,45,朋克蜥,61,苍焰狼,FALSE,110,,
89,冰帝美露帕,22,遁地鼠,61,苍焰狼,FALSE,111,,
7,伏特喵,104,百合女王,61,苍焰狼,TRUE,111,,
101,腾炎龙,10,企丸丸,61,苍焰狼,FALSE,111,,
53,毛掸儿,58,火麒麟,61,苍焰狼,TRUE,111,,
22,遁地鼠,89,冰帝美露帕,61,苍焰狼,TRUE,111,,
101,覆海龙,10,企丸丸,61,苍焰狼,FALSE,111,,
10,企丸丸,101,覆海龙,61,苍焰狼,TRUE,111,,
104,百合女王,7,伏特喵,61,苍焰狼,FALSE,111,,
10,企丸丸,101,腾炎龙,61,苍焰狼,TRUE,111,,
58,火麒麟,53,毛掸儿,61,苍焰狼,FALSE,111,,
88,寒霜兽,24,冰丝特,61,苍焰狼,FALSE,112,,
21,露娜蒂,91,绿苔绒怪,61,苍焰狼,TRUE,112,,
25,鲁米儿,87,花丽娜,61,苍焰狼,TRUE,112,,
87,花丽娜,25,鲁米儿,61,苍焰狼,FALSE,112,,
91,绿苔绒怪,21,露娜蒂,61,苍焰狼,FALSE,112,,
24,冰丝特,88,寒霜兽,61,苍焰狼,TRUE,112,,
12,冰刺鼠,101,覆海龙,61,苍焰狼,TRUE,113,,
12,冰刺鼠,101,腾炎龙,61,苍焰狼,TRUE,113,,
101,覆海龙,12,冰刺鼠,61,苍焰狼,FALSE,113,,
101,腾炎龙,12,冰刺鼠,61,苍焰狼,FALSE,113,,
81,水灵儿,33,雷胖达,61,苍焰狼,FALSE,114,,
15,啼卡尔,99,冥铠蝎,61,苍焰狼,TRUE,114,,
99,冥铠蝎,15,啼卡尔,61,苍焰狼,FALSE,114,,
33,雷胖达,81,水灵儿,61,苍焰狼,TRUE,114,,
33,雷胖达,81,火灵儿,61,苍焰狼,TRUE,114,,
81,火灵儿,33,雷胖达,61,苍焰狼,FALSE,114,,
88,熔岩兽,27,炸蛋鸟,61,苍焰狼,FALSE,115,,
27,炸蛋鸟,88,熔岩兽,61,苍焰狼,TRUE,115,,
41,幻悦蝶,76,焰巫狐,61,苍焰狼,TRUE,117,,
14,玉藻狐,103,暴电熊,61,苍焰狼,TRUE,117,,
76,焰巫狐,41,幻悦蝶,61,苍焰狼,FALSE,117,,
103,暴电熊,14,玉藻狐,61,苍焰狼,FALSE,117,,
71,霜歌龙,47,天擒鸟,61,苍焰狼,FALSE,118,,
14,玉藻狐,104,黑月女王,61,苍焰狼,TRUE,118,,
104,黑月女王,14,玉藻狐,61,苍焰狼,FALSE,118,,
52,笑魇猫,66,噬魂兽,61,苍焰狼,TRUE,118,,
66,噬魂兽,52,笑魇猫,61,苍焰狼,FALSE,118,,
47,天擒鸟,71,霜歌龙,61,苍焰狼,TRUE,118,,
47,天擒鸟,72,浪刃武士,61,苍焰狼,TRUE,119,,
48,山岳射手,71,烽歌龙,61,苍焰狼,TRUE,119,,
72,浪刃武士,47,天擒鸟,61,苍焰狼,FALSE,119,,
71,烽歌龙,48,山岳射手,61,苍焰狼,FALSE,119,,
88,寒霜兽,32,吊缚灵,61,苍焰狼,FALSE,120,,
48,羽箭射手,72,浪刃武士,61,苍焰狼,TRUE,120,,
49,铁拳猿,71,霜歌龙,61,苍焰狼,TRUE,120,,
88,寒霜兽,32,冰缚灵,61,苍焰狼,FALSE,120,,
32,冰缚灵,88,寒霜兽,61,苍焰狼,TRUE,120,,
32,吊缚灵,88,寒霜兽,61,苍焰狼,TRUE,120,,
71,霜歌龙,49,铁拳猿,61,苍焰狼,FALSE,120,,
72,浪刃武士,48,羽箭射手,61,苍焰狼,FALSE,120,,
97,雷冥鸟,24,喵丝特,61,苍焰狼,FALSE,121,,
103,暴电熊,18,米露菲,61,苍焰狼,FALSE,121,,
46,月镰魔,75,暗巫猫,61,苍焰狼,TRUE,121,,
18,米露菲,103,暴电熊,61,苍焰狼,TRUE,121,,
24,喵丝特,97,雷冥鸟,61,苍焰狼,TRUE,121,,
75,暗巫猫,46,月镰魔,61,苍焰狼,FALSE,121,,
67,碎岩龟,55,疾旋鼬,61,苍焰狼,FALSE,122,,
55,疾旋鼬,67,碎岩龟,61,苍焰狼,TRUE,122,,
30,荆棘魔仙,92,铠格力斯,61,苍焰狼,TRUE,122,,
92,铠格力斯,30,荆棘魔仙,61,苍焰狼,FALSE,122,,
61,苍焰狼,61,苍焰狼,61,苍焰狼,TRUE,122,,
104,黑月女王,18,米露菲,61,苍焰狼,FALSE,122,,
18,米露菲,104,黑月女王,61,苍焰狼,TRUE,122,,
36,美露帕,87,花丽娜,61,苍焰狼,TRUE,123,,
89,君王美露帕,34,棉花糖,61,苍焰狼,FALSE,123,,
87,花丽娜,36,美露帕,61,苍焰狼,FALSE,123,,
34,棉花糖,89,君王美露帕,61,苍焰狼,TRUE,123,,
80,精灵龙,45,朋克蜥,61,苍焰狼,FALSE,125,,
45,热血蜥,80,水灵龙,61,苍焰狼,TRUE,125,,
80,水灵龙,45,朋克蜥,61,苍焰狼,FALSE,125,,
45,朋克蜥,80,水灵龙,61,苍焰狼,TRUE,125,,
45,朋克蜥,80,精灵龙,61,苍焰狼,TRUE,125,,
91,白绒雪怪,34,棉花糖,61,苍焰狼,FALSE,125,,
34,棉花糖,91,白绒雪怪,61,苍焰狼,TRUE,125,,
61,苍焰狼,64,花冠龙,61,苍焰狼,TRUE,125,,
34,棉花糖,91,绿苔绒怪,61,苍焰狼,TRUE,125,,
91,绿苔绒怪,34,棉花糖,61,苍焰狼,FALSE,125,,
95,天羽龙,30,荆棘魔仙,61,苍焰狼,FALSE,125,,
64,花冠龙,61,苍焰狼,61,苍焰狼,FALSE,125,,
30,荆棘魔仙,95,天羽龙,61,苍焰狼,TRUE,125,,
80,水灵龙,45,热血蜥,61,苍焰狼,FALSE,125,,
63,秘斯媞雅,65,滑水蛇,61,苍焰狼,TRUE,128,,
24,冰丝特,104,黑月女王,61,苍焰狼,TRUE,128,,
76,焰巫狐,52,笑魇猫,61,苍焰狼,FALSE,128,,
63,秘斯媞雅,65,流沙蛇,61,苍焰狼,TRUE,128,,
101,覆海龙,27,炸蛋鸟,61,苍焰狼,FALSE,128,,
101,腾炎龙,27,炸蛋鸟,61,苍焰狼,FALSE,128,,
105,荷鲁斯,23,勾魂鱿,61,苍焰狼,FALSE,128,,
42,炽焰牛,86,连理龙,61,苍焰狼,TRUE,128,,
52,笑魇猫,76,焰巫狐,61,苍焰狼,TRUE,128,,
65,流沙蛇,63,秘斯媞雅,61,苍焰狼,FALSE,128,,
104,黑月女王,24,冰丝特,61,苍焰狼,FALSE,128,,
23,勾魂鱿,105,荷鲁斯,61,苍焰狼,TRUE,128,,
27,炸蛋鸟,101,腾炎龙,61,苍焰狼,TRUE,128,,
65,滑水蛇,63,秘斯媞雅,61,苍焰狼,FALSE,128,,
86,连理龙,42,炽焰牛,61,苍焰狼,FALSE,128,,
27,炸蛋鸟,101,覆海龙,61,苍焰狼,TRUE,128,,
87,花丽娜,43,趴趴鲶,61,苍焰狼,FALSE,130,,
84,狱焰王,46,月镰魔,61,苍焰狼,FALSE,130,,
46,月镰魔,84,狱焰王,61,苍焰狼,TRUE,130,,
43,趴趴鲶,87,花丽娜,61,苍焰狼,TRUE,130,,
64,雷冠龙,67,碎岩龟,61,苍焰狼,TRUE,131,,
39,姬小兔,92,铠格力斯,61,苍焰狼,TRUE,131,,
31,红小鲨,100,阿努比斯,61,苍焰狼,TRUE,131,,
64,花冠龙,67,碎岩龟,61,苍焰狼,TRUE,131,,
100,阿努比斯,31,红小鲨,61,苍焰狼,FALSE,131,,
100,阿努比斯,31,鲨小子,61,苍焰狼,FALSE,131,,
31,鲨小子,100,阿努比斯,61,苍焰狼,TRUE,131,,
92,铠格力斯,39,姬小兔,61,苍焰狼,FALSE,131,,
67,碎岩龟,64,花冠龙,61,苍焰狼,FALSE,131,,
67,碎岩龟,64,雷冠龙,61,苍焰狼,FALSE,131,,
48,山岳射手,84,狱阎王,61,苍焰狼,TRUE,132,,
84,狱阎王,48,山岳射手,61,苍焰狼,FALSE,132,,
56,雷角马,77,踏春兔,61,苍焰狼,TRUE,133,,
105,荷鲁斯,28,波娜兔,61,苍焰狼,FALSE,133,,
28,波娜兔,105,荷鲁斯,61,苍焰狼,TRUE,133,,
77,踏春兔,56,雷角马,61,苍焰狼,FALSE,133,,
39,姬小兔,95,天羽龙,61,苍焰狼,TRUE,134,,
95,天羽龙,39,姬小兔,61,苍焰狼,FALSE,134,,
81,水灵儿,54,毛老爹,61,苍焰狼,FALSE,135,,
54,毛老爹,81,水灵儿,61,苍焰狼,TRUE,135,,
32,冰缚灵,104,百合女王,61,苍焰狼,TRUE,136,,
32,吊缚灵,104,百合女王,61,苍焰狼,TRUE,136,,
104,百合女王,32,吊缚灵,61,苍焰狼,FALSE,136,,
104,百合女王,32,冰缚灵,61,苍焰狼,FALSE,136,,
79,绸笠蛾,62,雷鸣童子,61,苍焰狼,FALSE,141,,
55,疾旋鼬,86,连理龙,61,苍焰狼,TRUE,141,,
86,连理龙,55,疾旋鼬,61,苍焰狼,FALSE,141,,
62,雷鸣童子,79,绸笠蛾,61,苍焰狼,TRUE,141,,
80,精灵龙,63,秘斯媞雅,61,苍焰狼,FALSE,143,,
63,秘斯媞雅,80,精灵龙,61,苍焰狼,TRUE,143,,
44,黑鸦隐士,100,阿努比斯,61,苍焰狼,TRUE,144,,
100,阿努比斯,44,黑鸦隐士,61,苍焰狼,FALSE,144,,
87,花丽娜,59,严冬鹿,61,苍焰狼,FALSE,146,,
59,严冬鹿,87,花丽娜,61,苍焰狼,TRUE,146,,
86,海誓龙,61,苍焰狼,61,苍焰狼,FALSE,147,,
61,苍焰狼,86,海誓龙,61,苍焰狼,TRUE,147,,
66,噬魂兽,82,碧海龙,61,苍焰狼,TRUE,148,,
53,毛掸儿,95,天羽龙,61,苍焰狼,TRUE,148,,
82,碧海龙,66,噬魂兽,61,苍焰狼,FALSE,148,,
77,踏春兔,71,烽歌龙,61,苍焰狼,FALSE,148,,
71,烽歌龙,77,踏春兔,61,苍焰狼,TRUE,148,,
95,天羽龙,53,毛掸儿,61,苍焰狼,FALSE,148,,
56,雷角马,93,云海鹿,61,苍焰狼,TRUE,149,,
93,云海鹿,56,雷角马,61,苍焰狼,FALSE,149,,
78,薇莉塔,71,霜歌龙,61,苍焰狼,FALSE,149,,
71,霜歌龙,78,薇莉塔,61,苍焰狼,TRUE,149,,
86,海誓龙,64,花冠龙,61,苍焰狼,FALSE,150,,
86,连理龙,64,雷冠龙,61,苍焰狼,FALSE,150,,
64,花冠龙,86,海誓龙,61,苍焰狼,TRUE,150,,
64,雷冠龙,86,海誓龙,61,苍焰狼,TRUE,150,,
64,雷冠龙,86,连理龙,61,苍焰狼,TRUE,150,,
86,海誓龙,64,雷冠龙,61,苍焰狼,FALSE,150,,
89,冰帝美露帕,62,雷鸣童子,61,苍焰狼,FALSE,151,,
62,雷鸣童子,89,冰帝美露帕,61,苍焰狼,TRUE,151,,
91,白绒雪怪,62,雷鸣童子,61,苍焰狼,FALSE,153,,
69,博爱蜥,84,狱焰王,61,苍焰狼,TRUE,153,,
62,雷鸣童子,91,白绒雪怪,61,苍焰狼,TRUE,153,,
84,狱焰王,69,博爱蜥,61,苍焰狼,FALSE,153,,
74,燧火鸟,81,火灵儿,61,苍焰狼,TRUE,155,,
81,火灵儿,74,燧火鸟,61,苍焰狼,FALSE,155,,
70,融焰娘,85,派克龙,61,苍焰狼,TRUE,155,,
85,派克龙,70,融焰娘,61,苍焰狼,FALSE,155,,
82,碧海龙,76,焰巫狐,61,苍焰狼,FALSE,158,,
76,焰巫狐,82,碧海龙,61,苍焰狼,TRUE,158,,
105,荷鲁斯,53,毛掸儿,61,苍焰狼,FALSE,158,,
53,毛掸儿,105,荷鲁斯,61,苍焰狼,TRUE,158,,
84,狱阎王,77,踏春兔,61,苍焰狼,FALSE,161,,
77,踏春兔,84,狱阎王,61,苍焰狼,TRUE,161,,
94,夜幕魔蝠,71,烽歌龙,61,苍焰狼,FALSE,165,,
71,烽歌龙,94,夜幕魔蝠,61,苍焰狼,TRUE,165,,
72,浪刃武士,94,夜幕魔蝠,61,苍焰狼,TRUE,166,,
94,夜幕魔蝠,72,浪刃武士,61,苍焰狼,FALSE,166,,
99,冥铠蝎,70,融焰娘,61,苍焰狼,FALSE,169,,
70,融焰娘,99,冥铠蝎,61,苍焰狼,TRUE,169,,
70,融焰娘,104,百合女王,61,苍焰狼,TRUE,174,,
104,百合女王,70,融焰娘,61,苍焰狼,FALSE,174,,
93,云海鹿,84,狱阎王,61,苍焰狼,FALSE,177,,
84,狱阎王,93,云海鹿,61,苍焰狼,TRUE,177,,
25,鲁米儿,5,火绒狐,20,草莽猪,FALSE,30,,
5,火绒狐,25,鲁米儿,20,草莽猪,TRUE,30,,
25,鲁米儿,7,伏特喵,20,草莽猪,FALSE,32,,
7,伏特喵,25,鲁米儿,20,草莽猪,TRUE,32,,
29,波霸牛,10,企丸丸,20,草莽猪,FALSE,39,,
10,企丸丸,29,波霸牛,20,草莽猪,TRUE,39,,
20,草莽猪,20,草莽猪,20,草莽猪,TRUE,40,,
25,鲁米儿,15,啼卡尔,20,草莽猪,FALSE,40,,
15,啼卡尔,25,鲁米儿,20,草莽猪,TRUE,40,,
31,红小鲨,9,燎火鹿,20,草莽猪,FALSE,40,,
9,燎火鹿,31,红小鲨,20,草莽猪,TRUE,40,,
12,冰刺鼠,29,波霸牛,20,草莽猪,TRUE,41,,
35,灌木羊,6,冲浪鸭,20,草莽猪,FALSE,41,,
12,电棘鼠,29,波霸牛,20,草莽猪,TRUE,41,,
6,冲浪鸭,35,灌木羊,20,草莽猪,TRUE,41,,
29,波霸牛,12,冰刺鼠,20,草莽猪,FALSE,41,,
29,波霸牛,12,电棘鼠,20,草莽猪,FALSE,41,,
25,鲁米儿,17,瞅什魔,20,草莽猪,FALSE,42,,
17,瞅什魔,25,鲁米儿,20,草莽猪,TRUE,42,,
37,紫霞鹿,6,冲浪鸭,20,草莽猪,FALSE,43,,
1,棉悠悠,42,炽焰牛,20,草莽猪,TRUE,43,,
6,冲浪鸭,37,紫霞鹿,20,草莽猪,TRUE,43,,
42,炽焰牛,1,棉悠悠,20,草莽猪,FALSE,43,,
42,炽焰牛,2,捣蛋猫,20,草莽猪,FALSE,44,,
2,捣蛋猫,42,炽焰牛,20,草莽猪,TRUE,44,,
35,灌木羊,10,企丸丸,20,草莽猪,FALSE,45,,
10,企丸丸,35,灌木羊,20,草莽猪,TRUE,45,,
37,紫霞鹿,10,企丸丸,20,草莽猪,FALSE,47,,
37,祇岳鹿,10,企丸丸,20,草莽猪,FALSE,47,,
10,企丸丸,37,祇岳鹿,20,草莽猪,TRUE,47,,
10,企丸丸,37,紫霞鹿,20,草莽猪,TRUE,47,,
36,美露帕,12,冰刺鼠,20,草莽猪,FALSE,48,,
26,猎狼,22,遁地鼠,20,草莽猪,FALSE,48,,
12,电棘鼠,36,美露帕,20,草莽猪,TRUE,48,,
22,遁地鼠,26,猎狼,20,草莽猪,TRUE,48,,
12,冰刺鼠,36,美露帕,20,草莽猪,TRUE,48,,
36,美露帕,12,电棘鼠,20,草莽猪,FALSE,48,,
37,紫霞鹿,12,冰刺鼠,20,草莽猪,FALSE,49,,
12,电棘鼠,37,祇岳鹿,20,草莽猪,TRUE,49,,
12,冰刺鼠,37,祇岳鹿,20,草莽猪,TRUE,49,,
12,冰刺鼠,37,紫霞鹿,20,草莽猪,TRUE,49,,
37,祇岳鹿,12,电棘鼠,20,草莽猪,FALSE,49,,
37,祇岳鹿,12,冰刺鼠,20,草莽猪,FALSE,49,,
36,美露帕,15,啼卡尔,20,草莽猪,FALSE,51,,
15,啼卡尔,36,美露帕,20,草莽猪,TRUE,51,,
6,冲浪鸭,46,月镰魔,20,草莽猪,TRUE,52,,
21,露娜蒂,31,鲨小子,20,草莽猪,TRUE,52,,
31,鲨小子,21,露娜蒂,20,草莽猪,FALSE,52,,
21,露娜蒂,31,红小鲨,20,草莽猪,TRUE,52,,
46,月镰魔,6,冲浪鸭,20,草莽猪,FALSE,52,,
31,红小鲨,21,露娜蒂,20,草莽猪,FALSE,52,,
36,美露帕,17,瞅什魔,20,草莽猪,FALSE,53,,
17,瞅什魔,36,美露帕,20,草莽猪,TRUE,53,,
9,燎火鹿,45,朋克蜥,20,草莽猪,TRUE,54,,
17,瞅什魔,37,祇岳鹿,20,草莽猪,TRUE,54,,
45,朋克蜥,9,燎火鹿,20,草莽猪,FALSE,54,,
37,祇岳鹿,17,瞅什魔,20,草莽猪,FALSE,54,,
8,新叶猿,47,天擒鸟,20,草莽猪,TRUE,55,,
43,趴趴鲶,12,冰刺鼠,20,草莽猪,FALSE,55,,
12,电棘鼠,43,趴趴鲶,20,草莽猪,TRUE,55,,
12,冰刺鼠,43,趴趴鲶,20,草莽猪,TRUE,55,,
43,趴趴鲶,12,电棘鼠,20,草莽猪,FALSE,55,,
47,天擒鸟,8,新叶猿,20,草莽猪,FALSE,55,,
48,山岳射手,8,新叶猿,20,草莽猪,FALSE,56,,
8,新叶猿,48,羽箭射手,20,草莽猪,TRUE,56,,
27,炸蛋鸟,29,波霸牛,20,草莽猪,TRUE,56,,
55,疾旋鼬,1,棉悠悠,20,草莽猪,FALSE,56,,
1,棉悠悠,55,疾旋鼬,20,草莽猪,TRUE,56,,
48,羽箭射手,8,新叶猿,20,草莽猪,FALSE,56,,
8,新叶猿,48,山岳射手,20,草莽猪,TRUE,56,,
29,波霸牛,27,炸蛋鸟,20,草莽猪,FALSE,56,,
55,疾旋鼬,2,捣蛋猫,20,草莽猪,FALSE,57,,
2,捣蛋猫,55,疾旋鼬,20,草莽猪,TRUE,57,,
16,壶小象,42,炽焰牛,20,草莽猪,TRUE,58,,
42,炽焰牛,16,壶小象,20,草莽猪,FALSE,58,,
13,叶泥泥,47,天擒鸟,20,草莽猪,TRUE,60,,
43,趴趴鲶,17,瞅什魔,20,草莽猪,FALSE,60,,
34,棉花糖,26,猎狼,20,草莽猪,FALSE,60,,
47,天擒鸟,13,叶泥泥(特殊),20,草莽猪,FALSE,60,,
47,天擒鸟,13,叶泥泥,20,草莽猪,FALSE,60,,
26,猎狼,34,棉花糖,20,草莽猪,TRUE,60,,
17,瞅什魔,43,趴趴鲶,20,草莽猪,TRUE,60,,
13,叶泥泥(特殊),47,天擒鸟,20,草莽猪,TRUE,60,,
3,皮皮鸡,57,吹雪狐,20,草莽猪,TRUE,60,,
57,吹雪狐,3,皮皮鸡,20,草莽猪,FALSE,60,,
48,羽箭射手,13,叶泥泥(特殊),20,草莽猪,FALSE,61,,
13,叶泥泥(特殊),48,羽箭射手,20,草莽猪,TRUE,61,,
13,叶泥泥,48,羽箭射手,20,草莽猪,TRUE,61,,
48,羽箭射手,13,叶泥泥,20,草莽猪,FALSE,61,,
13,叶泥泥(特殊),49,铁拳猿,20,草莽猪,TRUE,62,,
49,铁拳猿,13,叶泥泥(特殊),20,草莽猪,FALSE,62,,
49,铁拳猿,13,叶泥泥,20,草莽猪,FALSE,62,,
13,叶泥泥,49,铁拳猿,20,草莽猪,TRUE,62,,
35,灌木羊,27,炸蛋鸟,20,草莽猪,FALSE,62,,
27,炸蛋鸟,35,灌木羊,20,草莽猪,TRUE,62,,
59,严冬鹿,5,火绒狐,20,草莽猪,FALSE,64,,
37,紫霞鹿,27,炸蛋鸟,20,草莽猪,FALSE,64,,
27,炸蛋鸟,37,紫霞鹿,20,草莽猪,TRUE,64,,
5,火绒狐,59,严冬鹿,20,草莽猪,TRUE,64,,
61,苍焰狼,4,翠叶鼠,20,草莽猪,FALSE,65,,
1,棉悠悠,64,雷冠龙,20,草莽猪,TRUE,65,,
45,热血蜥,20,草莽猪,20,草莽猪,FALSE,65,,
45,朋克蜥,20,草莽猪,20,草莽猪,FALSE,65,,
64,雷冠龙,1,棉悠悠,20,草莽猪,FALSE,65,,
30,荆棘魔仙,35,灌木羊,20,草莽猪,TRUE,65,,
31,鲨小子,34,棉花糖,20,草莽猪,TRUE,65,,
35,灌木羊,30,荆棘魔仙,20,草莽猪,FALSE,65,,
44,黑鸦隐士,21,露娜蒂,20,草莽猪,FALSE,65,,
20,草莽猪,45,朋克蜥,20,草莽猪,TRUE,65,,
20,草莽猪,45,热血蜥,20,草莽猪,TRUE,65,,
34,棉花糖,31,鲨小子,20,草莽猪,FALSE,65,,
21,露娜蒂,44,黑鸦隐士,20,草莽猪,TRUE,65,,
4,翠叶鼠,61,苍焰狼,20,草莽猪,TRUE,65,,
2,捣蛋猫,64,雷冠龙,20,草莽猪,TRUE,66,,
64,雷冠龙,2,捣蛋猫,20,草莽猪,FALSE,66,,
19,寐魔,47,天擒鸟,20,草莽猪,TRUE,66,,
24,喵丝特,42,炽焰牛,20,草莽猪,TRUE,66,,
42,炽焰牛,24,喵丝特,20,草莽猪,FALSE,66,,
2,捣蛋猫,64,花冠龙,20,草莽猪,TRUE,66,,
64,花冠龙,2,捣蛋猫,20,草莽猪,FALSE,66,,
47,天擒鸟,19,寐魔,20,草莽猪,FALSE,66,,
19,寐魔,48,羽箭射手,20,草莽猪,TRUE,67,,
48,羽箭射手,19,寐魔,20,草莽猪,FALSE,67,,
49,铁拳猿,19,寐魔,20,草莽猪,FALSE,68,,
64,花冠龙,4,翠叶鼠,20,草莽猪,FALSE,68,,
19,寐魔,49,铁拳猿,20,草莽猪,TRUE,68,,
4,翠叶鼠,64,花冠龙,20,草莽猪,TRUE,68,,
47,天擒鸟,22,遁地鼠,20,草莽猪,FALSE,69,,
55,疾旋鼬,14,玉藻狐,20,草莽猪,FALSE,69,,
22,遁地鼠,47,天擒鸟,20,草莽猪,TRUE,69,,
14,玉藻狐,55,疾旋鼬,20,草莽猪,TRUE,69,,
59,严冬鹿,12,电棘鼠,20,草莽猪,FALSE,71,,
49,铁拳猿,22,遁地鼠,20,草莽猪,FALSE,71,,
22,遁地鼠,49,铁拳猿,20,草莽猪,TRUE,71,,
67,碎岩龟,4,翠叶鼠,20,草莽猪,FALSE,71,,
12,电棘鼠,59,严冬鹿,20,草莽猪,TRUE,71,,
50,骑士蜂,21,露娜蒂,20,草莽猪,FALSE,71,,
68,猫蝠怪,3,皮皮鸡,20,草莽猪,FALSE,71,,
21,露娜蒂,50,骑士蜂,20,草莽猪,TRUE,71,,
4,翠叶鼠,67,碎岩龟,20,草莽猪,TRUE,71,,
3,皮皮鸡,68,猫蝠怪,20,草莽猪,TRUE,71,,
67,碎岩龟,5,火绒狐,20,草莽猪,FALSE,72,,
5,火绒狐,67,碎岩龟,20,草莽猪,TRUE,72,,
9,燎火鹿,63,秘斯媞雅,20,草莽猪,TRUE,72,,
63,秘斯媞雅,9,燎火鹿,20,草莽猪,FALSE,72,,
16,壶小象,57,吹雪狐,20,草莽猪,TRUE,73,,
55,疾旋鼬,18,米露菲,20,草莽猪,FALSE,73,,
57,吹雪狐,16,壶小象,20,草莽猪,FALSE,73,,
18,米露菲,55,疾旋鼬,20,草莽猪,TRUE,73,,
59,严冬鹿,15,啼卡尔,20,草莽猪,FALSE,74,,
7,伏特喵,67,碎岩龟,20,草莽猪,TRUE,74,,
15,啼卡尔,59,严冬鹿,20,草莽猪,TRUE,74,,
67,碎岩龟,7,伏特喵,20,草莽猪,FALSE,74,,
6,冲浪鸭,69,博爱蜥,20,草莽猪,TRUE,75,,
14,玉藻狐,61,苍焰狼,20,草莽猪,TRUE,75,,
